"","ID","JobTitle","FulltimeParttime","PositionTitle","Level","Scool","Day","Entrance","Exit"
"240",92,"Lecturer","Full-Time","Lecturer - Civil Engineering","B","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"241",92,"Lecturer","Full-Time","Lecturer - Civil Engineering","B","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"242",94,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"243",94,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"244",94,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"245",98,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Friday","8:00-8:30","16:00-16:30"
"246",98,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Monday","8:00-8:30","16:30-17:00"
"247",98,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Thursday","8:30-9:00","16:00-16:30"
"248",98,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Tuesday","7:30-8:00","17:00-17:30"
"249",98,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"250",102,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Monday","8:30-9:00","16:00-16:30"
"251",102,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Thursday","8:00-8:30","16:30-17:00"
"252",102,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Tuesday","8:00-8:30","15:30-16:00"
"253",102,"ADFA Technical Staff","Full-Time","Space Systems Eng/Applied Phys","2","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"254",104,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow - ACCS","A","SEIT","Thursday","9:00-9:30","17:00-17:30"
"255",104,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow - ACCS","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"256",104,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow - ACCS","A","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"257",105,"ADFA Administrative","Full-Time","Space Systems Engineer","5","SEIT","Friday","8:00-8:30","15:30-16:00"
"258",105,"ADFA Administrative","Full-Time","Space Systems Engineer","5","SEIT","Monday","8:30-9:00","16:30-17:00"
"259",105,"ADFA Administrative","Full-Time","Space Systems Engineer","5","SEIT","Tuesday","8:30-9:00","15:30-16:00"
"260",105,"ADFA Administrative","Full-Time","Space Systems Engineer","5","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"261",106,"Postdoctoral Fellow","Full-Time","Postdoc- Space Weather","A","SEIT","Friday","8:00-8:30","16:00-16:30"
"262",106,"Postdoctoral Fellow","Full-Time","Postdoc- Space Weather","A","SEIT","Monday","7:00-7:30","17:00-17:30"
"263",106,"Postdoctoral Fellow","Full-Time","Postdoc- Space Weather","A","SEIT","Thursday","8:30-9:00","15:00-15:30"
"264",106,"Postdoctoral Fellow","Full-Time","Postdoc- Space Weather","A","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"265",107,"Postdoctoral Fellow","Full-Time","Postdoc- Signal Processing","A","SEIT","Friday","8:30-9:00","17:00-17:30"
"266",107,"Postdoctoral Fellow","Full-Time","Postdoc- Signal Processing","A","SEIT","Monday","8:30-9:00","17:00-17:30"
"267",107,"Postdoctoral Fellow","Full-Time","Postdoc- Signal Processing","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"268",107,"Postdoctoral Fellow","Full-Time","Postdoc- Signal Processing","A","SEIT","Wednesday","7:00-7:30","16:30-17:00"
"269",110,"ADFA Technical Staff","Full-Time","Technical Officer","7","SEIT","Friday","8:00-8:30","16:30-17:00"
"270",110,"ADFA Technical Staff","Full-Time","Technical Officer","7","SEIT","Monday","8:30-9:00","16:00-16:30"
"271",110,"ADFA Technical Staff","Full-Time","Technical Officer","7","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"272",110,"ADFA Technical Staff","Full-Time","Technical Officer","7","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"273",111,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:30-9:00","16:30-17:00"
"274",111,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"275",112,"ADFA Technical Staff","Full-Time","Software Engineer","3","SEIT","Monday","8:00-8:30","15:30-16:00"
"276",112,"ADFA Technical Staff","Full-Time","Software Engineer","3","SEIT","Thursday","8:30-9:00","15:00-15:30"
"277",112,"ADFA Technical Staff","Full-Time","Software Engineer","3","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"278",113,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Friday","8:30-9:00","16:30-17:00"
"279",113,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Monday","8:00-8:30","16:30-17:00"
"280",113,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Thursday","7:00-7:30","16:30-17:00"
"281",113,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Tuesday","8:00-8:30","17:00-17:30"
"282",113,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"283",114,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"284",114,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Monday","8:30-9:00","15:30-16:00"
"285",114,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Thursday","8:00-8:30","16:00-16:30"
"286",114,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"287",114,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"288",115,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:00-8:30","16:00-16:30"
"289",115,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","7:30-8:00","16:30-17:00"
"290",115,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","17:00-17:30"
"291",116,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:00-8:30","16:30-17:00"
"292",116,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"293",116,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","15:30-16:00"
"294",116,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"295",116,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"296",117,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:30-9:00","15:30-16:00"
"297",117,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:30-9:00","17:00-17:30"
"298",117,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","9:00-9:30","17:30-18:00"
"299",117,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"300",117,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","9:00-9:30","17:00-17:30"
"301",118,"Senior Lecturer","Full-Time","Senior Lecturer - Aerospace","C","SEIT","Friday","8:00-8:30","17:00-17:30"
"302",118,"Senior Lecturer","Full-Time","Senior Lecturer - Aerospace","C","SEIT","Monday","8:30-9:00","15:30-16:00"
"303",118,"Senior Lecturer","Full-Time","Senior Lecturer - Aerospace","C","SEIT","Thursday","8:30-9:00","15:30-16:00"
"304",118,"Senior Lecturer","Full-Time","Senior Lecturer - Aerospace","C","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"305",118,"Senior Lecturer","Full-Time","Senior Lecturer - Aerospace","C","SEIT","Wednesday","7:00-7:30","16:00-16:30"
"306",120,"ADFA Administrative","Full-Time","Electronics Engineer","1","SEIT","Friday","8:00-8:30","16:30-17:00"
"307",120,"ADFA Administrative","Full-Time","Electronics Engineer","1","SEIT","Monday","7:00-7:30","16:30-17:00"
"308",120,"ADFA Administrative","Full-Time","Electronics Engineer","1","SEIT","Thursday","8:00-8:30","16:00-16:30"
"309",120,"ADFA Administrative","Full-Time","Electronics Engineer","1","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"310",120,"ADFA Administrative","Full-Time","Electronics Engineer","1","SEIT","Wednesday","8:30-9:00","15:00-15:30"
"311",121,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","7:00-7:30","16:30-17:00"
"312",121,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","16:00-16:30"
"313",121,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","16:30-17:00"
"314",121,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"315",121,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"316",122,"Research Associate","Full-Time","Research Associate - Social Im","A","SEIT","Friday","8:30-9:00","16:30-17:00"
"317",122,"Research Associate","Full-Time","Research Associate - Social Im","A","SEIT","Monday","9:30-10:00","16:00-16:30"
"318",122,"Research Associate","Full-Time","Research Associate - Social Im","A","SEIT","Thursday","8:30-9:00","16:30-17:00"
"319",122,"Research Associate","Full-Time","Research Associate - Social Im","A","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"320",122,"Research Associate","Full-Time","Research Associate - Social Im","A","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"321",123,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","16:30-17:00"
"322",123,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"323",123,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","15:30-16:00"
"324",123,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"325",123,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"326",124,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","17:00-17:30"
"327",124,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:30-9:00","16:30-17:00"
"328",124,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","16:00-16:30"
"329",124,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","9:30-10:00","15:00-15:30"
"330",124,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"331",126,"ADFA Administrative","Part-Time","Project Support Officer","3","SEIT","Friday","8:30-9:00","16:30-17:00"
"332",126,"ADFA Administrative","Part-Time","Project Support Officer","3","SEIT","Monday","8:00-8:30","17:00-17:30"
"333",126,"ADFA Administrative","Part-Time","Project Support Officer","3","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"334",130,"ADFA Technical Staff","Full-Time","Electronics Engineer","3","SEIT","Friday","8:30-9:00","17:00-17:30"
"335",130,"ADFA Technical Staff","Full-Time","Electronics Engineer","3","SEIT","Monday","8:30-9:00","16:00-16:30"
"336",130,"ADFA Technical Staff","Full-Time","Electronics Engineer","3","SEIT","Thursday","8:30-9:00","15:00-15:30"
"337",130,"ADFA Technical Staff","Full-Time","Electronics Engineer","3","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"338",130,"ADFA Technical Staff","Full-Time","Electronics Engineer","3","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"339",133,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Friday","8:00-8:30","16:30-17:00"
"340",133,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Monday","8:30-9:00","16:30-17:00"
"341",133,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Thursday","8:30-9:00","16:00-16:30"
"342",133,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Tuesday","9:00-9:30","16:30-17:00"
"343",135,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Friday","8:00-8:30","16:30-17:00"
"344",135,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Monday","8:30-9:00","16:00-16:30"
"345",135,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Thursday","8:00-8:30","16:30-17:00"
"346",135,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Wednesday","7:30-8:00","16:00-16:30"
"347",137,"ADFA Technical Staff","Full-Time","Technical Officer","4","SEIT","Friday","8:30-9:00","16:00-16:30"
"348",137,"ADFA Technical Staff","Full-Time","Technical Officer","4","SEIT","Monday","8:30-9:00","16:30-17:00"
"349",137,"ADFA Technical Staff","Full-Time","Technical Officer","4","SEIT","Thursday","8:30-9:00","16:00-16:30"
"350",137,"ADFA Technical Staff","Full-Time","Technical Officer","4","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"351",137,"ADFA Technical Staff","Full-Time","Technical Officer","4","SEIT","Wednesday","9:00-9:30","17:00-17:30"
"352",139,"Senior Research Fellow","Full-Time","Senior Research Fellow","D","SEIT","Friday","9:00-9:30","15:30-16:00"
"353",139,"Senior Research Fellow","Full-Time","Senior Research Fellow","D","SEIT","Monday","8:00-8:30","16:00-16:30"
"354",139,"Senior Research Fellow","Full-Time","Senior Research Fellow","D","SEIT","Thursday","8:00-8:30","15:30-16:00"
"355",139,"Senior Research Fellow","Full-Time","Senior Research Fellow","D","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"356",139,"Senior Research Fellow","Full-Time","Senior Research Fellow","D","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"357",141,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:30-9:00","16:00-16:30"
"358",141,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","7:30-8:00","16:30-17:00"
"359",141,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:30-9:00","16:00-16:30"
"360",141,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"361",141,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"362",143,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Friday","8:00-8:30","16:00-16:30"
"363",143,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"364",143,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Thursday","8:00-8:30","16:00-16:30"
"365",143,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"366",143,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Wednesday","8:30-9:00","15:30-16:00"
"367",144,"ADFA Administrative","Full-Time","Electronics Engineer","2","SEIT","Friday","8:00-8:30","16:30-17:00"
"368",144,"ADFA Administrative","Full-Time","Electronics Engineer","2","SEIT","Monday","8:30-9:00","16:00-16:30"
"369",144,"ADFA Administrative","Full-Time","Electronics Engineer","2","SEIT","Thursday","8:30-9:00","17:00-17:30"
"370",144,"ADFA Administrative","Full-Time","Electronics Engineer","2","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"371",148,"Research Associate","Full-Time","Research Fellow","A","SEIT","Friday","8:00-8:30","17:00-17:30"
"372",148,"Research Associate","Full-Time","Research Fellow","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"373",148,"Research Associate","Full-Time","Research Fellow","A","SEIT","Thursday","8:00-8:30","17:30-18:00"
"374",148,"Research Associate","Full-Time","Research Fellow","A","SEIT","Wednesday","8:30-9:00","15:30-16:00"
"375",151,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Friday","8:00-8:30","17:00-17:30"
"376",151,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Monday","8:30-9:00","17:00-17:30"
"377",151,"Lecturer","Full-Time","Lecturer - Cyber Sec. & Comp.","B","SEIT","Thursday","8:00-8:30","17:30-18:00"
"378",152,"Postdoctoral Fellow","Full-Time","Postdoc Fellow IoT Security","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"379",152,"Postdoctoral Fellow","Full-Time","Postdoc Fellow IoT Security","A","SEIT","Monday","8:30-9:00","16:00-16:30"
"380",152,"Postdoctoral Fellow","Full-Time","Postdoc Fellow IoT Security","A","SEIT","Thursday","9:00-9:30","15:30-16:00"
"381",152,"Postdoctoral Fellow","Full-Time","Postdoc Fellow IoT Security","A","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"382",152,"Postdoctoral Fellow","Full-Time","Postdoc Fellow IoT Security","A","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"383",154,"Scientia Professor","Full-Time","Scientia Professor","E","SEIT","Friday","8:30-9:00","16:30-17:00"
"384",154,"Scientia Professor","Full-Time","Scientia Professor","E","SEIT","Monday","8:00-8:30","17:30-18:00"
"385",154,"Scientia Professor","Full-Time","Scientia Professor","E","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"386",154,"Scientia Professor","Full-Time","Scientia Professor","E","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"387",155,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"388",155,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"389",158,"ADFA Administrative","Full-Time","Embedded Software Engineer","5","SEIT","Friday","8:30-9:00","17:00-17:30"
"390",158,"ADFA Administrative","Full-Time","Embedded Software Engineer","5","SEIT","Monday","8:00-8:30","15:00-15:30"
"391",158,"ADFA Administrative","Full-Time","Embedded Software Engineer","5","SEIT","Thursday","9:00-9:30","15:30-16:00"
"392",158,"ADFA Administrative","Full-Time","Embedded Software Engineer","5","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"393",158,"ADFA Administrative","Full-Time","Embedded Software Engineer","5","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"394",159,"ADFA Technical Staff","Full-Time","Software Engineer","5","SEIT","Friday","8:00-8:30","16:30-17:00"
"395",159,"ADFA Technical Staff","Full-Time","Software Engineer","5","SEIT","Monday","8:30-9:00","16:00-16:30"
"396",159,"ADFA Technical Staff","Full-Time","Software Engineer","5","SEIT","Thursday","8:30-9:00","16:30-17:00"
"397",159,"ADFA Technical Staff","Full-Time","Software Engineer","5","SEIT","Tuesday","8:30-9:00","15:00-15:30"
"398",159,"ADFA Technical Staff","Full-Time","Software Engineer","5","SEIT","Wednesday","7:30-8:00","17:00-17:30"
"399",160,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"400",160,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:30-9:00","16:30-17:00"
"401",160,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"402",160,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"403",162,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:00-8:30","17:00-17:30"
"404",162,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:30-9:00","16:30-17:00"
"405",162,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:30-9:00","15:30-16:00"
"406",162,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"407",162,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","17:30-18:00"
"408",165,"Senior Lecturer","Full-Time","Senior Lecturer - Aero","C","SEIT","Friday","8:00-8:30","15:30-16:00"
"409",165,"Senior Lecturer","Full-Time","Senior Lecturer - Aero","C","SEIT","Thursday","8:30-9:00","15:30-16:00"
"410",165,"Senior Lecturer","Full-Time","Senior Lecturer - Aero","C","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"411",166,"Lecturer","Part-Time","Lecturer","B","SEIT","Friday","7:00-7:30","16:00-16:30"
"412",166,"Lecturer","Part-Time","Lecturer","B","SEIT","Monday","8:30-9:00","16:30-17:00"
"413",166,"Lecturer","Part-Time","Lecturer","B","SEIT","Thursday","8:30-9:00","16:30-17:00"
"414",166,"Lecturer","Part-Time","Lecturer","B","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"415",166,"Lecturer","Part-Time","Lecturer","B","SEIT","Wednesday","8:00-8:30","17:30-18:00"
"416",167,"ADFA Administrative","Full-Time","Technical Officer","6","SEIT","Friday","7:30-8:00","16:30-17:00"
"417",167,"ADFA Administrative","Full-Time","Technical Officer","6","SEIT","Monday","8:00-8:30","16:30-17:00"
"418",167,"ADFA Administrative","Full-Time","Technical Officer","6","SEIT","Thursday","8:00-8:30","15:30-16:00"
"419",167,"ADFA Administrative","Full-Time","Technical Officer","6","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"420",167,"ADFA Administrative","Full-Time","Technical Officer","6","SEIT","Wednesday","8:00-8:30","17:00-17:30"
"421",168,"ADFA Administrative","Full-Time","Senior Technical Officer","5","SEIT","Friday","7:30-8:00","17:00-17:30"
"422",168,"ADFA Administrative","Full-Time","Senior Technical Officer","5","SEIT","Monday","8:00-8:30","16:30-17:00"
"423",168,"ADFA Administrative","Full-Time","Senior Technical Officer","5","SEIT","Thursday","8:30-9:00","16:00-16:30"
"424",168,"ADFA Administrative","Full-Time","Senior Technical Officer","5","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"425",168,"ADFA Administrative","Full-Time","Senior Technical Officer","5","SEIT","Wednesday","8:00-8:30","17:00-17:30"
"426",170,"ADFA Technical Staff","Full-Time","Senior Technical Officer","2","SEIT","Friday","8:00-8:30","15:30-16:00"
"427",170,"ADFA Technical Staff","Full-Time","Senior Technical Officer","2","SEIT","Thursday","8:30-9:00","17:00-17:30"
"428",170,"ADFA Technical Staff","Full-Time","Senior Technical Officer","2","SEIT","Tuesday","9:00-9:30","16:30-17:00"
"429",170,"ADFA Technical Staff","Full-Time","Senior Technical Officer","2","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"430",171,"Director","Full-Time","Director of Academic Programs","E","SEIT","Friday","8:00-8:30","17:00-17:30"
"431",171,"Director","Full-Time","Director of Academic Programs","E","SEIT","Monday","8:30-9:00","16:00-16:30"
"432",171,"Director","Full-Time","Director of Academic Programs","E","SEIT","Thursday","7:30-8:00","15:30-16:00"
"433",171,"Director","Full-Time","Director of Academic Programs","E","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"434",171,"Director","Full-Time","Director of Academic Programs","E","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"435",172,"ADFA Technical Staff","Full-Time","Tech Offr - Laboratories","1","SEIT","Friday","7:30-8:00","16:00-16:30"
"436",172,"ADFA Technical Staff","Full-Time","Tech Offr - Laboratories","1","SEIT","Monday","8:00-8:30","16:30-17:00"
"437",172,"ADFA Technical Staff","Full-Time","Tech Offr - Laboratories","1","SEIT","Thursday","9:30-10:00","16:00-16:30"
"438",172,"ADFA Technical Staff","Full-Time","Tech Offr - Laboratories","1","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"439",172,"ADFA Technical Staff","Full-Time","Tech Offr - Laboratories","1","SEIT","Wednesday","7:30-8:00","16:30-17:00"
"440",173,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Monday","8:00-8:30","16:30-17:00"
"441",173,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Thursday","8:00-8:30","16:00-16:30"
"442",173,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"443",173,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Wednesday","8:00-8:30","17:00-17:30"
"444",175,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Monday","8:30-9:00","16:30-17:00"
"445",175,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"446",175,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"447",176,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Monday","8:00-8:30","16:00-16:30"
"448",176,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Thursday","8:30-9:00","16:30-17:00"
"449",176,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Tuesday","8:00-8:30","17:00-17:30"
"450",176,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"451",178,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Friday","8:00-8:30","16:30-17:00"
"452",178,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"453",178,"Associate Professor","Full-Time","Associate Professor","D","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"454",179,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","9:30-10:00","16:00-16:30"
"455",179,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:30-9:00","15:30-16:00"
"456",181,"Lecturer","Full-Time","Lecturer","B","SEIT","Friday","8:00-8:30","16:00-16:30"
"457",181,"Lecturer","Full-Time","Lecturer","B","SEIT","Monday","8:00-8:30","15:00-15:30"
"458",181,"Lecturer","Full-Time","Lecturer","B","SEIT","Thursday","8:00-8:30","15:30-16:00"
"459",181,"Lecturer","Full-Time","Lecturer","B","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"460",181,"Lecturer","Full-Time","Lecturer","B","SEIT","Wednesday","9:30-10:00","16:00-16:30"
"461",183,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","7:00-7:30","16:00-16:30"
"462",183,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:30-9:00","15:30-16:00"
"463",183,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"464",184,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:30-9:00","16:30-17:00"
"465",184,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","17:30-18:00"
"466",184,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:30-9:00","16:30-17:00"
"467",184,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","7:00-7:30","16:30-17:00"
"468",184,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:00-8:30","17:30-18:00"
"469",186,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:00-8:30","16:30-17:00"
"470",186,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:30-9:00","16:30-17:00"
"471",186,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:30-9:00","16:00-16:30"
"472",186,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","9:30-10:00","16:30-17:00"
"473",187,"Professor","Full-Time","Professor","E","SEIT","Friday","7:30-8:00","16:00-16:30"
"474",187,"Professor","Full-Time","Professor","E","SEIT","Monday","7:30-8:00","16:30-17:00"
"475",187,"Professor","Full-Time","Professor","E","SEIT","Thursday","9:30-10:00","16:30-17:00"
"476",187,"Professor","Full-Time","Professor","E","SEIT","Tuesday","8:00-8:30","16:30-17:00"
