"","ID","Career","Gender","AdmitTerm","School","Day","Entrance","Exit"
"2596",1101,"UGRD","F","Semester 1 Canberra 2019","BUS","Wednesday","9:00-9:30","16:30-17:00"
"2597",1103,"PGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","15:30-16:00"
"2598",1103,"PGRD","M","Semester 2 2018","SEIT","Thursday","8:00-8:30","15:00-15:30"
"2599",1103,"PGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"2600",1103,"PGRD","M","Semester 2 2018","SEIT","Wednesday","8:30-9:00","15:00-15:30"
"2601",1105,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","17:30-18:00"
"2602",1105,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","15:00-15:30"
"2603",1105,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","15:30-16:00"
"2604",1105,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"2605",1105,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"2606",1106,"PGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","15:30-16:00"
"2607",1106,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
"2608",1108,"PGRD","M","Semester 1 2018","BUS","Monday","7:00-7:30","17:30-18:00"
"2609",1108,"PGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
"2610",1108,"PGRD","M","Semester 1 2018","BUS","Wednesday","8:30-9:00","16:30-17:00"
"2611",1110,"PGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","15:00-15:30"
"2612",1110,"PGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","16:30-17:00"
"2613",1110,"PGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","15:00-15:30"
"2614",1110,"PGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"2615",1111,"PGRD","F","Semester 1 2018","BUS","Friday","8:30-9:00","15:00-15:30"
"2616",1111,"PGRD","F","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:30-16:00"
"2617",1112,"PGRD","M","Semester 1 2018","BUS","Friday","8:30-9:00","16:00-16:30"
"2618",1112,"PGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","17:30-18:00"
"2619",1112,"PGRD","M","Semester 1 2018","BUS","Thursday","8:30-9:00","16:30-17:00"
"2620",1112,"PGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","16:00-16:30"
"2621",1114,"PGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","15:30-16:00"
"2622",1114,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:00-15:30"
"2623",1115,"PGRD","M","Semester 2 2018","BUS","Monday","8:30-9:00","15:30-16:00"
"2624",1117,"PGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
"2625",1117,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","17:30-18:00"
"2626",1117,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","17:30-18:00"
"2627",1120,"PGRD","M","Semester 1 Canberra 2019","BUS","Monday","8:30-9:00","15:30-16:00"
"2628",1120,"PGRD","M","Semester 1 Canberra 2019","BUS","Thursday","8:30-9:00","16:00-16:30"
"2629",1120,"PGRD","M","Semester 1 Canberra 2019","BUS","Tuesday","7:00-7:30","16:30-17:00"
"2630",1120,"PGRD","M","Semester 1 Canberra 2019","BUS","Wednesday","9:30-10:00","16:00-16:30"
"2631",1123,"UGRD","F","Semester 1 2018","HASS","Friday","8:00-8:30","16:00-16:30"
"2632",1123,"UGRD","F","Semester 1 2018","HASS","Thursday","8:00-8:30","15:00-15:30"
"2633",1123,"UGRD","F","Semester 1 2018","HASS","Tuesday","8:30-9:00","17:30-18:00"
"2634",1123,"UGRD","F","Semester 1 2018","HASS","Wednesday","8:00-8:30","15:00-15:30"
"2635",1124,"PGRD","M","Semester 2 Canberra 2019","BUS","Friday","7:30-8:00","16:00-16:30"
"2636",1124,"PGRD","M","Semester 2 Canberra 2019","BUS","Monday","8:30-9:00","15:00-15:30"
"2637",1124,"PGRD","M","Semester 2 Canberra 2019","BUS","Thursday","8:00-8:30","16:00-16:30"
"2638",1124,"PGRD","M","Semester 2 Canberra 2019","BUS","Tuesday","8:00-8:30","16:30-17:00"
"2639",1124,"PGRD","M","Semester 2 Canberra 2019","BUS","Wednesday","8:00-8:30","16:00-16:30"
"2640",1125,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","7:30-8:00","16:00-16:30"
"2641",1125,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","9:00-9:30","15:00-15:30"
"2642",1125,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","15:00-15:30"
"2643",1125,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","7:30-8:00","16:00-16:30"
"2644",1125,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","9:00-9:30","17:00-17:30"
"2645",1127,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
"2646",1127,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:00-8:30","16:00-16:30"
"2647",1127,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","15:30-16:00"
"2648",1127,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"2649",1128,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
"2650",1128,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","15:30-16:00"
"2651",1128,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","15:00-15:30"
"2652",1129,"UGRD","F","Semester 2 2018","BUS","Friday","8:00-8:30","16:00-16:30"
"2653",1129,"UGRD","F","Semester 2 2018","BUS","Monday","8:00-8:30","15:30-16:00"
"2654",1129,"UGRD","F","Semester 2 2018","BUS","Sunday","8:30-9:00","16:00-16:30"
"2655",1129,"UGRD","F","Semester 2 2018","BUS","Thursday","8:00-8:30","15:30-16:00"
"2656",1129,"UGRD","F","Semester 2 2018","BUS","Tuesday","8:00-8:30","16:00-16:30"
"2657",1129,"UGRD","F","Semester 2 2018","BUS","Wednesday","7:30-8:00","15:30-16:00"
"2658",1133,"UGRD","M","Semester 1 Canberra 2019","HASS","Friday","8:30-9:00","16:00-16:30"
"2659",1133,"UGRD","M","Semester 1 Canberra 2019","HASS","Monday","8:30-9:00","16:00-16:30"
"2660",1133,"UGRD","M","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","15:00-15:30"
"2661",1133,"UGRD","M","Semester 1 Canberra 2019","HASS","Tuesday","8:00-8:30","15:30-16:00"
"2662",1133,"UGRD","M","Semester 1 Canberra 2019","HASS","Wednesday","9:00-9:30","15:00-15:30"
"2663",1135,"UGRD","F","Semester 1 2018","BUS","Friday","7:00-7:30","16:30-17:00"
"2664",1135,"UGRD","F","Semester 1 2018","BUS","Monday","8:00-8:30","16:30-17:00"
"2665",1135,"UGRD","F","Semester 1 2018","BUS","Wednesday","8:30-9:00","17:30-18:00"
"2666",1136,"UGRD","M","Semester 1 Canberra 2019","SCI","Friday","8:00-8:30","17:30-18:00"
"2667",1136,"UGRD","M","Semester 1 Canberra 2019","SCI","Monday","8:00-8:30","16:00-16:30"
"2668",1136,"UGRD","M","Semester 1 Canberra 2019","SCI","Thursday","8:30-9:00","16:00-16:30"
"2669",1136,"UGRD","M","Semester 1 Canberra 2019","SCI","Tuesday","9:30-10:00","15:00-15:30"
"2670",1136,"UGRD","M","Semester 1 Canberra 2019","SCI","Wednesday","8:00-8:30","16:30-17:00"
"2671",1137,"UGRD","M","Semester 1 2018","BUS","Friday","8:30-9:00","16:00-16:30"
"2672",1137,"UGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","16:30-17:00"
"2673",1137,"UGRD","M","Semester 1 2018","BUS","Saturday","8:00-8:30","15:30-16:00"
"2674",1137,"UGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
"2675",1137,"UGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:00-15:30"
"2676",1137,"UGRD","M","Semester 1 2018","BUS","Wednesday","8:00-8:30","16:00-16:30"
"2677",1138,"PGRD","F","Semester 2 2018","BUS","Friday","8:00-8:30","15:30-16:00"
"2678",1138,"PGRD","F","Semester 2 2018","BUS","Wednesday","8:00-8:30","16:00-16:30"
"2679",1139,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","16:30-17:00"
"2680",1139,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:00-8:30","16:30-17:00"
"2681",1139,"PGRD","M","Semester 1 2018","SEIT","Tuesday","9:00-9:30","16:00-16:30"
"2682",1140,"PGRD","M","Semester 2 2018","HASS","Friday","8:00-8:30","16:00-16:30"
"2683",1140,"PGRD","M","Semester 2 2018","HASS","Wednesday","8:00-8:30","16:00-16:30"
"2684",1141,"PGRD","M","Semester 1 Canberra 2019","HASS","Friday","9:00-9:30","16:00-16:30"
"2685",1141,"PGRD","M","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","16:00-16:30"
"2686",1141,"PGRD","M","Semester 1 Canberra 2019","HASS","Tuesday","8:00-8:30","15:00-15:30"
"2687",1141,"PGRD","M","Semester 1 Canberra 2019","HASS","Wednesday","8:30-9:00","16:00-16:30"
"2688",1142,"PGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
"2689",1142,"PGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","15:30-16:00"
"2690",1142,"PGRD","M","Semester 2 2018","SEIT","Tuesday","9:00-9:30","15:30-16:00"
"2691",1142,"PGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"2692",1143,"UGRD","M","Semester 1 2018","SEIT","Friday","7:30-8:00","15:00-15:30"
"2693",1143,"UGRD","M","Semester 1 2018","SEIT","Monday","8:30-9:00","17:30-18:00"
"2694",1143,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","15:30-16:00"
"2695",1143,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"2696",1143,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"2697",1145,"UGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
"2698",1145,"UGRD","M","Semester 1 2018","SEIT","Monday","8:30-9:00","16:30-17:00"
"2699",1145,"UGRD","M","Semester 1 2018","SEIT","Saturday","7:00-7:30","16:30-17:00"
"2700",1145,"UGRD","M","Semester 1 2018","SEIT","Sunday","8:00-8:30","15:30-16:00"
"2701",1145,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:30-17:00"
"2702",1145,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"2703",1145,"UGRD","M","Semester 1 2018","SEIT","Wednesday","7:00-7:30","16:00-16:30"
"2704",1146,"UGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
"2705",1146,"UGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","15:00-15:30"
"2706",1146,"UGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","16:00-16:30"
"2707",1146,"UGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"2708",1147,"PGRD","M","Semester 1 2018","HASS","Monday","8:30-9:00","17:00-17:30"
"2709",1149,"UGRD","M","Semester 1 2018","HASS","Friday","8:30-9:00","17:30-18:00"
"2710",1149,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","17:00-17:30"
"2711",1149,"UGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","15:30-16:00"
"2712",1149,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","15:30-16:00"
"2713",1149,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","16:30-17:00"
"2714",1150,"UGRD","F","Semester 1 2018","BUS","Friday","7:30-8:00","15:30-16:00"
"2715",1150,"UGRD","F","Semester 1 2018","BUS","Monday","8:30-9:00","15:00-15:30"
"2716",1150,"UGRD","F","Semester 1 2018","BUS","Saturday","8:30-9:00","16:00-16:30"
"2717",1150,"UGRD","F","Semester 1 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
"2718",1150,"UGRD","F","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:30-16:00"
"2719",1150,"UGRD","F","Semester 1 2018","BUS","Wednesday","8:30-9:00","15:30-16:00"
"2720",1153,"PGRD","F","Semester 2 2018","SEIT","Friday","8:00-8:30","16:00-16:30"
"2721",1153,"PGRD","F","Semester 2 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
"2722",1153,"PGRD","F","Semester 2 2018","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"2723",1156,"UGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","15:00-15:30"
"2724",1156,"UGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
"2725",1156,"UGRD","M","Semester 1 2018","SEIT","Sunday","8:00-8:30","15:30-16:00"
"2726",1156,"UGRD","M","Semester 1 2018","SEIT","Thursday","7:30-8:00","16:00-16:30"
"2727",1156,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"2728",1156,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"2729",1158,"UGRD","F","Semester 1 2018","BUS","Friday","8:30-9:00","17:00-17:30"
"2730",1158,"UGRD","F","Semester 1 2018","BUS","Monday","9:00-9:30","16:00-16:30"
"2731",1158,"UGRD","F","Semester 1 2018","BUS","Saturday","8:30-9:00","17:30-18:00"
"2732",1158,"UGRD","F","Semester 1 2018","BUS","Thursday","8:30-9:00","16:30-17:00"
"2733",1158,"UGRD","F","Semester 1 2018","BUS","Tuesday","8:30-9:00","16:00-16:30"
"2734",1158,"UGRD","F","Semester 1 2018","BUS","Wednesday","8:00-8:30","15:30-16:00"
"2735",1160,"PGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
"2736",1160,"PGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","15:30-16:00"
"2737",1165,"PGRD","F","Semester 2 2018","BUS","Friday","8:00-8:30","17:30-18:00"
"2738",1165,"PGRD","F","Semester 2 2018","BUS","Monday","8:30-9:00","16:30-17:00"
"2739",1165,"PGRD","F","Semester 2 2018","BUS","Wednesday","8:00-8:30","16:00-16:30"
"2740",1167,"UGRD","M","Semester 1 2018","BUS","Friday","8:00-8:30","16:00-16:30"
"2741",1167,"UGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","16:30-17:00"
"2742",1167,"UGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","16:30-17:00"
"2743",1167,"UGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:30-16:00"
"2744",1167,"UGRD","M","Semester 1 2018","BUS","Wednesday","8:00-8:30","15:30-16:00"
"2745",1168,"UGRD","M","Semester 1 Canberra 2019","BUS","Friday","8:00-8:30","15:30-16:00"
"2746",1168,"UGRD","M","Semester 1 Canberra 2019","BUS","Monday","8:30-9:00","15:30-16:00"
"2747",1168,"UGRD","M","Semester 1 Canberra 2019","BUS","Thursday","7:00-7:30","17:30-18:00"
"2748",1168,"UGRD","M","Semester 1 Canberra 2019","BUS","Tuesday","8:00-8:30","16:30-17:00"
"2749",1168,"UGRD","M","Semester 1 Canberra 2019","BUS","Wednesday","8:30-9:00","17:30-18:00"
"2750",1169,"UGRD","M","Semester 1 2018","SCI","Friday","8:30-9:00","15:30-16:00"
"2751",1169,"UGRD","M","Semester 1 2018","SCI","Monday","8:30-9:00","16:30-17:00"
"2752",1169,"UGRD","M","Semester 1 2018","SCI","Thursday","8:30-9:00","15:30-16:00"
"2753",1169,"UGRD","M","Semester 1 2018","SCI","Tuesday","8:00-8:30","15:00-15:30"
"2754",1169,"UGRD","M","Semester 1 2018","SCI","Wednesday","8:00-8:30","16:00-16:30"
"2755",1170,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
"2756",1170,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:00-15:30"
"2757",1171,"UGRD","F","Semester 1 Canberra 2019","HASS","Monday","8:30-9:00","15:30-16:00"
"2758",1171,"UGRD","F","Semester 1 Canberra 2019","HASS","Thursday","8:00-8:30","16:00-16:30"
"2759",1171,"UGRD","F","Semester 1 Canberra 2019","HASS","Tuesday","8:00-8:30","16:30-17:00"
"2760",1171,"UGRD","F","Semester 1 Canberra 2019","HASS","Wednesday","8:00-8:30","16:00-16:30"
"2761",1175,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","17:00-17:30"
"2762",1175,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"2763",1175,"PGRD","M","Semester 1 2018","SEIT","Wednesday","7:30-8:00","16:00-16:30"
"2764",1176,"PGRD","M","Semester 1 2018","BUS","Monday","8:00-8:30","15:30-16:00"
"2765",1176,"PGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","17:00-17:30"
"2766",1177,"UGRD","M","Semester 1 Canberra 2019","SCI","Friday","8:30-9:00","15:30-16:00"
"2767",1177,"UGRD","M","Semester 1 Canberra 2019","SCI","Monday","8:30-9:00","15:00-15:30"
"2768",1177,"UGRD","M","Semester 1 Canberra 2019","SCI","Thursday","8:00-8:30","15:30-16:00"
"2769",1177,"UGRD","M","Semester 1 Canberra 2019","SCI","Tuesday","8:30-9:00","17:00-17:30"
"2770",1177,"UGRD","M","Semester 1 Canberra 2019","SCI","Wednesday","8:00-8:30","15:00-15:30"
"2771",1178,"UGRD","M","Semester 1 2018","SCI","Friday","8:30-9:00","16:00-16:30"
"2772",1178,"UGRD","M","Semester 1 2018","SCI","Thursday","8:30-9:00","16:30-17:00"
"2773",1178,"UGRD","M","Semester 1 2018","SCI","Tuesday","8:30-9:00","16:00-16:30"
"2774",1180,"PGRD","F","Semester 1 2018","BUS","Friday","8:00-8:30","16:30-17:00"
"2775",1180,"PGRD","F","Semester 1 2018","BUS","Monday","8:00-8:30","16:00-16:30"
"2776",1180,"PGRD","F","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:30-16:00"
"2777",1182,"UGRD","M","Semester 1 2018","SCI","Friday","7:30-8:00","15:30-16:00"
"2778",1182,"UGRD","M","Semester 1 2018","SCI","Monday","8:30-9:00","15:30-16:00"
"2779",1182,"UGRD","M","Semester 1 2018","SCI","Thursday","8:30-9:00","16:30-17:00"
"2780",1182,"UGRD","M","Semester 1 2018","SCI","Tuesday","8:30-9:00","16:30-17:00"
"2781",1182,"UGRD","M","Semester 1 2018","SCI","Wednesday","8:00-8:30","16:00-16:30"
"2782",1183,"UGRD","M","Semester 1 2018","HASS","Friday","8:30-9:00","16:00-16:30"
"2783",1183,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","15:00-15:30"
"2784",1183,"UGRD","M","Semester 1 2018","HASS","Thursday","8:30-9:00","15:00-15:30"
"2785",1183,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","16:30-17:00"
"2786",1183,"UGRD","M","Semester 1 2018","HASS","Wednesday","7:00-7:30","15:00-15:30"
"2787",1184,"UGRD","M","Semester 1 2018","SCI","Friday","7:30-8:00","16:00-16:30"
"2788",1184,"UGRD","M","Semester 1 2018","SCI","Monday","8:30-9:00","16:00-16:30"
"2789",1184,"UGRD","M","Semester 1 2018","SCI","Thursday","8:00-8:30","15:00-15:30"
"2790",1184,"UGRD","M","Semester 1 2018","SCI","Tuesday","8:00-8:30","15:30-16:00"
"2791",1184,"UGRD","M","Semester 1 2018","SCI","Wednesday","9:00-9:30","15:30-16:00"
"2792",1185,"UGRD","F","Semester 1 2018","SEIT","Friday","8:30-9:00","15:00-15:30"
"2793",1185,"UGRD","F","Semester 1 2018","SEIT","Monday","8:30-9:00","16:30-17:00"
"2794",1185,"UGRD","F","Semester 1 2018","SEIT","Thursday","9:30-10:00","16:00-16:30"
"2795",1185,"UGRD","F","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"2796",1185,"UGRD","F","Semester 1 2018","SEIT","Wednesday","9:00-9:30","16:00-16:30"
"2797",1186,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","16:00-16:30"
"2798",1186,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
"2799",1186,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","15:00-15:30"
"2800",1186,"PGRD","M","Semester 1 2018","SEIT","Tuesday","9:30-10:00","15:30-16:00"
"2801",1186,"PGRD","M","Semester 1 2018","SEIT","Wednesday","9:30-10:00","15:30-16:00"
"2802",1188,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","7:30-8:00","16:30-17:00"
"2803",1188,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:00-8:30","15:30-16:00"
"2804",1188,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","15:30-16:00"
"2805",1189,"UGRD","F","Semester 1 2018","BUS","Friday","8:00-8:30","16:30-17:00"
"2806",1189,"UGRD","F","Semester 1 2018","BUS","Monday","8:00-8:30","16:00-16:30"
"2807",1189,"UGRD","F","Semester 1 2018","BUS","Sunday","8:30-9:00","17:00-17:30"
"2808",1189,"UGRD","F","Semester 1 2018","BUS","Thursday","8:00-8:30","15:30-16:00"
"2809",1189,"UGRD","F","Semester 1 2018","BUS","Tuesday","8:30-9:00","16:30-17:00"
"2810",1189,"UGRD","F","Semester 1 2018","BUS","Wednesday","8:30-9:00","16:00-16:30"
"2811",1190,"UGRD","F","Semester 1 2018","SEIT","Friday","8:00-8:30","16:30-17:00"
"2812",1190,"UGRD","F","Semester 1 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
"2813",1190,"UGRD","F","Semester 1 2018","SEIT","Sunday","8:30-9:00","16:30-17:00"
"2814",1190,"UGRD","F","Semester 1 2018","SEIT","Thursday","8:00-8:30","15:30-16:00"
"2815",1190,"UGRD","F","Semester 1 2018","SEIT","Tuesday","7:30-8:00","16:30-17:00"
"2816",1190,"UGRD","F","Semester 1 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"2817",1194,"UGRD","M","Semester 1 2018","HASS","Friday","8:30-9:00","15:00-15:30"
"2818",1194,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","15:00-15:30"
"2819",1194,"UGRD","M","Semester 1 2018","HASS","Thursday","7:30-8:00","15:30-16:00"
"2820",1194,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","16:30-17:00"
"2821",1194,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","16:00-16:30"
"2822",1196,"UGRD","F","Semester 1 2018","HASS","Friday","8:30-9:00","17:00-17:30"
"2823",1196,"UGRD","F","Semester 1 2018","HASS","Monday","8:00-8:30","15:30-16:00"
"2824",1196,"UGRD","F","Semester 1 2018","HASS","Thursday","8:30-9:00","16:00-16:30"
"2825",1196,"UGRD","F","Semester 1 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
"2826",1196,"UGRD","F","Semester 1 2018","HASS","Wednesday","8:30-9:00","16:00-16:30"
"2827",1197,"UGRD","M","Semester 1 2018","HASS","Friday","8:30-9:00","15:30-16:00"
"2828",1197,"UGRD","M","Semester 1 2018","HASS","Monday","8:30-9:00","17:00-17:30"
"2829",1197,"UGRD","M","Semester 1 2018","HASS","Saturday","8:30-9:00","16:00-16:30"
"2830",1197,"UGRD","M","Semester 1 2018","HASS","Sunday","8:30-9:00","16:00-16:30"
"2831",1197,"UGRD","M","Semester 1 2018","HASS","Thursday","7:00-7:30","17:30-18:00"
"2832",1197,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","15:00-15:30"
"2833",1197,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","16:00-16:30"
"2834",1198,"UGRD","M","Semester 1 2018","BUS","Friday","8:30-9:00","16:00-16:30"
"2835",1198,"UGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","16:30-17:00"
"2836",1198,"UGRD","M","Semester 1 2018","BUS","Sunday","8:30-9:00","15:30-16:00"
"2837",1198,"UGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","15:30-16:00"
"2838",1198,"UGRD","M","Semester 1 2018","BUS","Tuesday","8:00-8:30","16:00-16:30"
"2839",1198,"UGRD","M","Semester 1 2018","BUS","Wednesday","7:30-8:00","16:00-16:30"
"2840",1200,"PGRD","M","Semester 1 2018","BUS","Friday","8:30-9:00","16:00-16:30"
"2841",1200,"PGRD","M","Semester 1 2018","BUS","Monday","8:00-8:30","17:30-18:00"
"2842",1200,"PGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
"2843",1200,"PGRD","M","Semester 1 2018","BUS","Tuesday","9:30-10:00","15:30-16:00"
"2844",1201,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","15:30-16:00"
"2845",1201,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"2846",1201,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:30-16:00"
"2847",1202,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","17:00-17:30"
"2848",1202,"PGRD","M","Semester 1 2018","SEIT","Thursday","7:00-7:30","16:00-16:30"
"2849",1202,"PGRD","M","Semester 1 2018","SEIT","Tuesday","7:00-7:30","17:30-18:00"
"2850",1203,"PGRD","M","Semester 1 2018","BUS","Friday","7:30-8:00","17:30-18:00"
"2851",1203,"PGRD","M","Semester 1 2018","BUS","Thursday","8:30-9:00","15:30-16:00"
"2852",1203,"PGRD","M","Semester 1 2018","BUS","Wednesday","8:00-8:30","16:00-16:30"
"2853",1205,"UGRD","M","Semester 1 2018","BUS","Friday","8:00-8:30","16:30-17:00"
"2854",1205,"UGRD","M","Semester 1 2018","BUS","Monday","8:00-8:30","16:00-16:30"
"2855",1205,"UGRD","M","Semester 1 2018","BUS","Thursday","8:30-9:00","17:30-18:00"
"2856",1205,"UGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","16:30-17:00"
"2857",1205,"UGRD","M","Semester 1 2018","BUS","Wednesday","8:30-9:00","15:30-16:00"
"2858",1206,"UGRD","M","Semester 1 2018","BUS","Friday","8:00-8:30","15:00-15:30"
"2859",1206,"UGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","16:00-16:30"
"2860",1206,"UGRD","M","Semester 1 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
"2861",1206,"UGRD","M","Semester 1 2018","BUS","Wednesday","8:30-9:00","16:00-16:30"
"2862",1207,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
"2863",1207,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","17:00-17:30"
"2864",1207,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","7:00-7:30","17:00-17:30"
"2865",1207,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"2866",1207,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:30-16:00"
