ID,JobTitle,FulltimeParttime,PositionTitle,AcademicProfessional,Level,School,Day,Entrance,Exit
57,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,15:30-16:00
57,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,7:00-7:30,15:30-16:00
58,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Friday,8:30-9:00,16:30-17:00
58,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Monday,8:00-8:30,15:30-16:00
58,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Thursday,8:30-9:00,16:00-16:30
58,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Tuesday,8:00-8:30,16:00-16:30
58,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
59,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
59,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,7:00-7:30,17:00-17:30
59,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,7:30-8:00,17:00-17:30
59,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:30-17:00
59,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,9:00-9:30,16:30-17:00
60,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,16:00-16:30
60,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:00-8:30,15:00-15:30
60,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:00-8:30,16:30-17:00
61,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,17:00-17:30
61,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,16:30-17:00
61,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:00-8:30,15:30-16:00
61,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:30-17:00
62,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Friday,8:30-9:00,16:30-17:00
62,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Monday,8:00-8:30,15:30-16:00
62,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Thursday,8:30-9:00,16:30-17:00
62,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Tuesday,8:30-9:00,16:00-16:30
62,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Wednesday,8:00-8:30,17:00-17:30
63,ADFA Technical Staff,Part-Time,Electronic Engineer,Professional,3,SEIT,Friday,8:30-9:00,16:00-16:30
63,ADFA Technical Staff,Part-Time,Electronic Engineer,Professional,3,SEIT,Monday,8:00-8:30,15:00-15:30
63,ADFA Technical Staff,Part-Time,Electronic Engineer,Professional,3,SEIT,Thursday,8:30-9:00,17:30-18:00
63,ADFA Technical Staff,Part-Time,Electronic Engineer,Professional,3,SEIT,Tuesday,8:30-9:00,16:30-17:00
63,ADFA Technical Staff,Part-Time,Electronic Engineer,Professional,3,SEIT,Wednesday,8:00-8:30,16:00-16:30
64,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Friday,8:00-8:30,16:30-17:00
64,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Monday,8:30-9:00,17:00-17:30
64,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Thursday,9:00-9:30,16:00-16:30
65,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,16:30-17:00
65,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,7:00-7:30,15:30-16:00
65,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,7:30-8:00,16:30-17:00
66,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Friday,8:00-8:30,15:30-16:00
66,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Monday,8:00-8:30,17:00-17:30
66,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Thursday,7:30-8:00,16:00-16:30
66,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Tuesday,8:00-8:30,15:00-15:30
66,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Wednesday,8:30-9:00,17:30-18:00
67,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Friday,7:30-8:00,16:00-16:30
67,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Monday,8:00-8:30,17:00-17:30
67,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Thursday,7:30-8:00,16:00-16:30
67,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Tuesday,8:00-8:30,17:30-18:00
67,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Wednesday,8:00-8:30,17:00-17:30
68,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Monday,8:30-9:00,17:00-17:30
68,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Thursday,8:30-9:00,15:30-16:00
68,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Tuesday,8:30-9:00,16:30-17:00
68,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Wednesday,7:30-8:00,16:30-17:00
69,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,17:30-18:00
69,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,7:30-8:00,16:30-17:00
70,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,16:30-17:00
70,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,17:00-17:30
70,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,7:30-8:00,17:30-18:00
70,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:00-8:30,16:30-17:00
70,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:30-17:00
71,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,17:30-18:00
71,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:30-17:00
71,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,9:30-10:00,16:30-17:00
72,Lecturer,Full-Time,Lecturer - Aviation,Academic,B,SEIT,Monday,8:00-8:30,16:00-16:30
72,Lecturer,Full-Time,Lecturer - Aviation,Academic,B,SEIT,Thursday,7:30-8:00,15:00-15:30
72,Lecturer,Full-Time,Lecturer - Aviation,Academic,B,SEIT,Tuesday,8:00-8:30,16:30-17:00
72,Lecturer,Full-Time,Lecturer - Aviation,Academic,B,SEIT,Wednesday,8:00-8:30,17:30-18:00
73,Research Associate,Full-Time,Research Associate - FTSI,Academic,A,SEIT,Friday,8:30-9:00,16:00-16:30
73,Research Associate,Full-Time,Research Associate - FTSI,Academic,A,SEIT,Monday,9:00-9:30,15:30-16:00
73,Research Associate,Full-Time,Research Associate - FTSI,Academic,A,SEIT,Thursday,8:30-9:00,17:00-17:30
73,Research Associate,Full-Time,Research Associate - FTSI,Academic,A,SEIT,Tuesday,7:00-7:30,16:30-17:00
73,Research Associate,Full-Time,Research Associate - FTSI,Academic,A,SEIT,Wednesday,8:00-8:30,15:00-15:30
74,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,15:30-16:00
74,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:30-17:00
74,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:00-16:30
74,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:00-16:30
74,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:00-16:30
75,ADFA Administrative,Full-Time,Flight Operations Engineer,Professional,1,SEIT,Monday,8:00-8:30,16:00-16:30
75,ADFA Administrative,Full-Time,Flight Operations Engineer,Professional,1,SEIT,Thursday,8:00-8:30,16:30-17:00
75,ADFA Administrative,Full-Time,Flight Operations Engineer,Professional,1,SEIT,Tuesday,8:00-8:30,15:00-15:30
75,ADFA Administrative,Full-Time,Flight Operations Engineer,Professional,1,SEIT,Wednesday,8:00-8:30,16:30-17:00
76,ADFA Manager,Full-Time,School General Manager,Academic,D,SEIT,Monday,8:30-9:00,17:00-17:30
76,ADFA Manager,Full-Time,School General Manager,Academic,D,SEIT,Thursday,8:00-8:30,16:00-16:30
76,ADFA Manager,Full-Time,School General Manager,Academic,D,SEIT,Tuesday,8:30-9:00,16:30-17:00
76,ADFA Manager,Full-Time,School General Manager,Academic,D,SEIT,Wednesday,8:00-8:30,16:30-17:00
77,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Friday,8:30-9:00,16:00-16:30
77,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Monday,7:00-7:30,15:30-16:00
77,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Thursday,9:30-10:00,16:00-16:30
77,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
77,Research Associate,Full-Time,Research Staff Level A,Academic,A,SEIT,Wednesday,8:30-9:00,16:00-16:30
78,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,16:30-17:00
78,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,15:30-16:00
78,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,9:00-9:30,16:30-17:00
78,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:00-16:30
79,ADFA Technical Staff,Full-Time,Engineering Manager,Professional,7,SEIT,Friday,8:30-9:00,15:00-15:30
79,ADFA Technical Staff,Full-Time,Engineering Manager,Professional,7,SEIT,Monday,8:30-9:00,15:00-15:30
79,ADFA Technical Staff,Full-Time,Engineering Manager,Professional,7,SEIT,Thursday,8:30-9:00,15:30-16:00
79,ADFA Technical Staff,Full-Time,Engineering Manager,Professional,7,SEIT,Tuesday,9:30-10:00,16:00-16:30
79,ADFA Technical Staff,Full-Time,Engineering Manager,Professional,7,SEIT,Wednesday,8:00-8:30,16:00-16:30
80,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,17:00-17:30
80,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,17:30-18:00
80,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:30-17:00
80,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,17:30-18:00
80,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:30-17:00
81,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,16:30-17:00
81,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:00-8:30,16:00-16:30
81,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,16:30-17:00
81,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,16:30-17:00
82,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,16:00-16:30
82,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,7:30-8:00,16:30-17:00
82,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,17:00-17:30
83,Head of School,Full-Time,Head of School,Academic,D,SEIT,Friday,8:30-9:00,16:00-16:30
83,Head of School,Full-Time,Head of School,Academic,D,SEIT,Monday,8:00-8:30,16:30-17:00
83,Head of School,Full-Time,Head of School,Academic,D,SEIT,Thursday,8:30-9:00,17:30-18:00
83,Head of School,Full-Time,Head of School,Academic,D,SEIT,Tuesday,8:30-9:00,17:00-17:30
83,Head of School,Full-Time,Head of School,Academic,D,SEIT,Wednesday,8:30-9:00,16:00-16:30
84,ADFA Administrative,Part-Time,Client Service Officer,Professional,5,SEIT,Friday,8:30-9:00,16:00-16:30
84,ADFA Administrative,Part-Time,Client Service Officer,Professional,5,SEIT,Monday,7:30-8:00,16:00-16:30
84,ADFA Administrative,Part-Time,Client Service Officer,Professional,5,SEIT,Thursday,8:00-8:30,16:00-16:30
84,ADFA Administrative,Part-Time,Client Service Officer,Professional,5,SEIT,Tuesday,8:00-8:30,15:00-15:30
84,ADFA Administrative,Part-Time,Client Service Officer,Professional,5,SEIT,Wednesday,8:00-8:30,16:00-16:30
85,ADFA IT Staff,Full-Time,"Manager, Cyber Security Range",Academic,D,SEIT,Monday,8:00-8:30,17:00-17:30
85,ADFA IT Staff,Full-Time,"Manager, Cyber Security Range",Academic,D,SEIT,Thursday,8:30-9:00,16:30-17:00
85,ADFA IT Staff,Full-Time,"Manager, Cyber Security Range",Academic,D,SEIT,Tuesday,9:00-9:30,17:00-17:30
85,ADFA IT Staff,Full-Time,"Manager, Cyber Security Range",Academic,D,SEIT,Wednesday,8:00-8:30,16:30-17:00
86,ADFA Technical Staff,Full-Time,Spacecraft Project Lead,Professional,2,SEIT,Friday,8:00-8:30,15:30-16:00
86,ADFA Technical Staff,Full-Time,Spacecraft Project Lead,Professional,2,SEIT,Monday,8:30-9:00,16:30-17:00
86,ADFA Technical Staff,Full-Time,Spacecraft Project Lead,Professional,2,SEIT,Thursday,7:30-8:00,16:30-17:00
86,ADFA Technical Staff,Full-Time,Spacecraft Project Lead,Professional,2,SEIT,Tuesday,8:00-8:30,16:30-17:00
86,ADFA Technical Staff,Full-Time,Spacecraft Project Lead,Professional,2,SEIT,Wednesday,8:30-9:00,15:30-16:00
87,ADFA Technical Staff,Full-Time,Flight Software Eng Lead,Professional,3,SEIT,Friday,8:00-8:30,16:00-16:30
87,ADFA Technical Staff,Full-Time,Flight Software Eng Lead,Professional,3,SEIT,Monday,8:00-8:30,16:00-16:30
87,ADFA Technical Staff,Full-Time,Flight Software Eng Lead,Professional,3,SEIT,Tuesday,8:00-8:30,15:00-15:30
88,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,15:30-16:00
88,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,9:00-9:30,17:00-17:30
88,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:30-17:00
88,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:30-17:00
88,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,15:30-16:00
89,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,17:00-17:30
89,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,17:30-18:00
89,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,17:00-17:30
89,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,16:00-16:30
89,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:00-16:30
90,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Friday,8:00-8:30,16:30-17:00
90,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Monday,8:00-8:30,16:30-17:00
90,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Thursday,8:30-9:00,15:30-16:00
90,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Tuesday,8:00-8:30,16:00-16:30
90,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Wednesday,8:00-8:30,15:30-16:00
91,ADFA Technical Staff,Full-Time,RF Engineer,Professional,1,SEIT,Friday,8:30-9:00,16:30-17:00
91,ADFA Technical Staff,Full-Time,RF Engineer,Professional,1,SEIT,Monday,8:00-8:30,16:00-16:30
92,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Friday,8:00-8:30,16:30-17:00
92,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Monday,8:00-8:30,16:30-17:00
92,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Thursday,8:00-8:30,16:30-17:00
92,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Tuesday,8:30-9:00,16:00-16:30
92,Lecturer,Full-Time,Lecturer - Civil Engineering,Academic,B,SEIT,Wednesday,8:00-8:30,16:30-17:00
93,ADFA Administrative,Full-Time,Senior Technical Officer:Cyber,Professional,5,SEIT,Monday,8:30-9:00,16:00-16:30
93,ADFA Administrative,Full-Time,Senior Technical Officer:Cyber,Professional,5,SEIT,Thursday,8:30-9:00,16:30-17:00
93,ADFA Administrative,Full-Time,Senior Technical Officer:Cyber,Professional,5,SEIT,Tuesday,8:00-8:30,15:30-16:00
93,ADFA Administrative,Full-Time,Senior Technical Officer:Cyber,Professional,5,SEIT,Wednesday,8:00-8:30,16:30-17:00
94,Research Associate,Full-Time,Research Associate - Optical,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
94,Research Associate,Full-Time,Research Associate - Optical,Academic,A,SEIT,Tuesday,8:00-8:30,16:00-16:30
94,Research Associate,Full-Time,Research Associate - Optical,Academic,A,SEIT,Wednesday,8:00-8:30,15:30-16:00
95,ADFA Administrative,Part-Time,Administrative Assistant,Professional,3,SEIT,Friday,8:00-8:30,16:30-17:00
95,ADFA Administrative,Part-Time,Administrative Assistant,Professional,3,SEIT,Monday,8:30-9:00,16:30-17:00
95,ADFA Administrative,Part-Time,Administrative Assistant,Professional,3,SEIT,Thursday,7:30-8:00,16:00-16:30
96,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,16:00-16:30
96,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,15:30-16:00
96,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:00-16:30
96,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,7:00-7:30,16:00-16:30
96,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,15:00-15:30
97,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,16:00-16:30
97,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,16:30-17:00
97,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:30-17:00
97,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,16:30-17:00
97,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,16:30-17:00
98,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Friday,8:00-8:30,16:00-16:30
98,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Monday,8:00-8:30,16:30-17:00
98,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Thursday,8:30-9:00,16:00-16:30
98,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Tuesday,7:30-8:00,17:00-17:30
98,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Wednesday,8:30-9:00,16:00-16:30
99,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,SEIT,Monday,8:00-8:30,16:30-17:00
99,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,SEIT,Thursday,8:30-9:00,16:30-17:00
99,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,SEIT,Wednesday,8:00-8:30,17:30-18:00
100,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,16:00-16:30
100,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,17:00-17:30
100,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,7:00-7:30,16:30-17:00
101,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
101,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:00-16:30
101,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,16:30-17:00
101,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:00-16:30
101,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:00-16:30
102,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Monday,8:30-9:00,16:00-16:30
102,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Thursday,8:00-8:30,16:30-17:00
102,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Tuesday,8:00-8:30,15:30-16:00
102,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,2,SEIT,Wednesday,8:30-9:00,16:00-16:30
103,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,7,SEIT,Friday,8:30-9:00,16:00-16:30
103,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,7,SEIT,Monday,7:30-8:00,17:00-17:30
103,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,7,SEIT,Thursday,8:00-8:30,16:30-17:00
103,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,7,SEIT,Tuesday,8:00-8:30,16:30-17:00
103,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,7,SEIT,Wednesday,8:30-9:00,16:30-17:00
104,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow - ACCS,Academic,A,SEIT,Thursday,9:00-9:30,17:00-17:30
104,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow - ACCS,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
104,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow - ACCS,Academic,A,SEIT,Wednesday,8:30-9:00,17:00-17:30
105,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Friday,8:00-8:30,15:30-16:00
105,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Monday,8:30-9:00,16:30-17:00
105,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Tuesday,8:30-9:00,15:30-16:00
105,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Wednesday,8:30-9:00,16:30-17:00
106,Postdoctoral Fellow,Full-Time,Postdoc- Space Weather,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
106,Postdoctoral Fellow,Full-Time,Postdoc- Space Weather,Academic,A,SEIT,Monday,7:00-7:30,17:00-17:30
106,Postdoctoral Fellow,Full-Time,Postdoc- Space Weather,Academic,A,SEIT,Thursday,8:30-9:00,15:00-15:30
106,Postdoctoral Fellow,Full-Time,Postdoc- Space Weather,Academic,A,SEIT,Wednesday,8:00-8:30,16:00-16:30
107,Postdoctoral Fellow,Full-Time,Postdoc- Signal Processing,Academic,A,SEIT,Friday,8:30-9:00,17:00-17:30
107,Postdoctoral Fellow,Full-Time,Postdoc- Signal Processing,Academic,A,SEIT,Monday,8:30-9:00,17:00-17:30
107,Postdoctoral Fellow,Full-Time,Postdoc- Signal Processing,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
107,Postdoctoral Fellow,Full-Time,Postdoc- Signal Processing,Academic,A,SEIT,Wednesday,7:00-7:30,16:30-17:00
108,Postdoctoral Fellow,Full-Time,Postdoc-Space Surveillance,Academic,A,SEIT,Friday,8:30-9:00,17:00-17:30
108,Postdoctoral Fellow,Full-Time,Postdoc-Space Surveillance,Academic,A,SEIT,Monday,8:30-9:00,17:00-17:30
108,Postdoctoral Fellow,Full-Time,Postdoc-Space Surveillance,Academic,A,SEIT,Thursday,8:30-9:00,16:00-16:30
108,Postdoctoral Fellow,Full-Time,Postdoc-Space Surveillance,Academic,A,SEIT,Tuesday,8:30-9:00,16:30-17:00
108,Postdoctoral Fellow,Full-Time,Postdoc-Space Surveillance,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
109,ADFA Administrative,Part-Time,Senior Centre Administrator,Professional,1,SEIT,Monday,7:30-8:00,16:00-16:30
109,ADFA Administrative,Part-Time,Senior Centre Administrator,Professional,1,SEIT,Wednesday,8:00-8:30,16:00-16:30
110,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Friday,8:00-8:30,16:30-17:00
110,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Monday,8:30-9:00,16:00-16:30
110,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Tuesday,8:30-9:00,16:30-17:00
110,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Wednesday,8:30-9:00,16:30-17:00
111,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,16:30-17:00
111,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:30-17:00
112,ADFA Technical Staff,Full-Time,Software Engineer,Professional,3,SEIT,Monday,8:00-8:30,15:30-16:00
112,ADFA Technical Staff,Full-Time,Software Engineer,Professional,3,SEIT,Thursday,8:30-9:00,15:00-15:30
112,ADFA Technical Staff,Full-Time,Software Engineer,Professional,3,SEIT,Tuesday,8:30-9:00,16:00-16:30
113,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Friday,8:30-9:00,16:30-17:00
113,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:00-8:30,16:30-17:00
113,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,7:00-7:30,16:30-17:00
113,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:00-8:30,17:00-17:30
113,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,16:00-16:30
114,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Friday,8:30-9:00,16:00-16:30
114,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Monday,8:30-9:00,15:30-16:00
114,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:00-16:30
114,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
114,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:30-17:00
115,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
