"ID","Career","Gender","AdmitTerm","School","Day","Entrance","Exit"
752,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","17:00-17:30"
752,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
752,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:00-15:30"
753,"UGRD","F","Semester 1 2018","HASS","Friday","7:30-8:00","16:30-17:00"
753,"UGRD","F","Semester 1 2018","HASS","Monday","8:00-8:30","16:00-16:30"
753,"UGRD","F","Semester 1 2018","HASS","Thursday","8:30-9:00","16:00-16:30"
753,"UGRD","F","Semester 1 2018","HASS","Tuesday","8:30-9:00","15:00-15:30"
753,"UGRD","F","Semester 1 2018","HASS","Wednesday","8:00-8:30","15:30-16:00"
754,"PGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","16:30-17:00"
754,"PGRD","M","Semester 2 2018","SEIT","Thursday","8:00-8:30","17:00-17:30"
755,"PGRD","F","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","17:30-18:00"
755,"PGRD","F","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:30-17:00"
756,"PGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
756,"PGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:30-17:00"
756,"PGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","17:00-17:30"
757,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
757,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","15:30-16:00"
757,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","16:30-17:00"
758,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","15:30-16:00"
759,"PGRD","M","Semester 1 Canberra 2019","BUS","Friday","8:30-9:00","16:00-16:30"
759,"PGRD","M","Semester 1 Canberra 2019","BUS","Tuesday","8:00-8:30","16:30-17:00"
759,"PGRD","M","Semester 1 Canberra 2019","BUS","Wednesday","7:30-8:00","16:00-16:30"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Friday","8:00-8:30","16:30-17:00"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Monday","8:30-9:00","16:30-17:00"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Saturday","8:30-9:00","15:30-16:00"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Sunday","8:30-9:00","16:00-16:30"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Thursday","7:00-7:30","16:00-16:30"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Tuesday","8:00-8:30","17:00-17:30"
760,"UGRD","M","Semester 1 Canberra 2019","HASS","Wednesday","8:00-8:30","16:00-16:30"
762,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","15:00-15:30"
762,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","16:00-16:30"
762,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","16:30-17:00"
762,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:00-16:30"
762,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
763,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","17:30-18:00"
764,"PGRD","M","Semester 2 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
764,"PGRD","M","Semester 2 Canberra 2019","SEIT","Monday","8:30-9:00","16:30-17:00"
765,"PGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:30-9:00","16:00-16:30"
765,"PGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:30-9:00","15:00-15:30"
765,"PGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:00-16:30"
765,"PGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:30-9:00","16:30-17:00"
766,"PGRD","M","Semester 2 2018","BUS","Friday","8:00-8:30","16:30-17:00"
766,"PGRD","M","Semester 2 2018","BUS","Monday","8:00-8:30","16:00-16:30"
766,"PGRD","M","Semester 2 2018","BUS","Thursday","8:30-9:00","15:00-15:30"
767,"PGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","15:30-16:00"
767,"PGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Friday","8:00-8:30","15:00-15:30"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Monday","8:30-9:00","16:00-16:30"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Saturday","8:30-9:00","15:30-16:00"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Sunday","8:00-8:30","16:30-17:00"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Thursday","8:30-9:00","16:00-16:30"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Tuesday","8:30-9:00","16:00-16:30"
768,"UGRD","M","Semester 1 Canberra 2019","SCI","Wednesday","8:00-8:30","16:00-16:30"
769,"PGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:00-8:30","16:00-16:30"
769,"PGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","15:00-15:30"
769,"PGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","7:00-7:30","15:30-16:00"
770,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","15:30-16:00"
770,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","15:30-16:00"
770,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","15:30-16:00"
770,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","7:30-8:00","16:00-16:30"
771,"UGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
771,"UGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:00-8:30","16:00-16:30"
771,"UGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","16:30-17:00"
771,"UGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","15:30-16:00"
771,"UGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:30-9:00","15:30-16:00"
772,"UGRD","M","Semester 2 2018","HASS","Friday","8:00-8:30","17:00-17:30"
772,"UGRD","M","Semester 2 2018","HASS","Monday","8:30-9:00","16:00-16:30"
772,"UGRD","M","Semester 2 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
772,"UGRD","M","Semester 2 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
772,"UGRD","M","Semester 2 2018","HASS","Wednesday","8:30-9:00","16:00-16:30"
773,"UGRD","M","Semester 1 Canberra 2019","BUS","Friday","8:30-9:00","17:00-17:30"
773,"UGRD","M","Semester 1 Canberra 2019","BUS","Monday","8:30-9:00","15:00-15:30"
773,"UGRD","M","Semester 1 Canberra 2019","BUS","Thursday","8:00-8:30","17:00-17:30"
773,"UGRD","M","Semester 1 Canberra 2019","BUS","Tuesday","8:00-8:30","17:30-18:00"
773,"UGRD","M","Semester 1 Canberra 2019","BUS","Wednesday","8:00-8:30","17:00-17:30"
774,"UGRD","M","Semester 1 2018","HASS","Friday","9:00-9:30","16:00-16:30"
774,"UGRD","M","Semester 1 2018","HASS","Monday","9:00-9:30","17:00-17:30"
774,"UGRD","M","Semester 1 2018","HASS","Sunday","8:00-8:30","17:30-18:00"
774,"UGRD","M","Semester 1 2018","HASS","Thursday","8:30-9:00","16:00-16:30"
774,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
774,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","15:30-16:00"
775,"PGRD","M","Semester 2 Canberra 2019","HASS","Monday","8:30-9:00","15:30-16:00"
775,"PGRD","M","Semester 2 Canberra 2019","HASS","Tuesday","8:00-8:30","16:00-16:30"
775,"PGRD","M","Semester 2 Canberra 2019","HASS","Wednesday","8:00-8:30","15:30-16:00"
776,"PGRD","M","Semester 1 Canberra 2019","HASS","Monday","8:00-8:30","16:00-16:30"
776,"PGRD","M","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","16:30-17:00"
776,"PGRD","M","Semester 1 Canberra 2019","HASS","Tuesday","7:30-8:00","17:00-17:30"
776,"PGRD","M","Semester 1 Canberra 2019","HASS","Wednesday","8:30-9:00","15:30-16:00"
777,"UGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
777,"UGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:00-8:30","16:30-17:00"
777,"UGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","15:30-16:00"
777,"UGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","15:00-15:30"
777,"UGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","7:00-7:30","16:00-16:30"
778,"PGRD","F","Semester 1 2018","SEIT","Tuesday","8:00-8:30","15:00-15:30"
778,"PGRD","F","Semester 1 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
779,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","15:30-16:00"
779,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","17:00-17:30"
779,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","17:30-18:00"
779,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","15:30-16:00"
779,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
780,"PGRD","M","Semester 2 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
780,"PGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","16:30-17:00"
780,"PGRD","M","Semester 2 2018","SEIT","Wednesday","8:30-9:00","16:00-16:30"
781,"UGRD","F","Semester 1 2018","BUS","Friday","8:00-8:30","16:30-17:00"
781,"UGRD","F","Semester 1 2018","BUS","Monday","8:00-8:30","16:00-16:30"
781,"UGRD","F","Semester 1 2018","BUS","Thursday","8:30-9:00","16:00-16:30"
781,"UGRD","F","Semester 1 2018","BUS","Tuesday","9:30-10:00","15:30-16:00"
781,"UGRD","F","Semester 1 2018","BUS","Wednesday","8:30-9:00","16:00-16:30"
782,"PGRD","M","Semester 2 2016","SEIT","Friday","8:00-8:30","15:00-15:30"
782,"PGRD","M","Semester 2 2016","SEIT","Wednesday","8:30-9:00","16:30-17:00"
783,"PGRD","M","Semester 2 2017","SEIT","Monday","8:30-9:00","15:30-16:00"
783,"PGRD","M","Semester 2 2017","SEIT","Thursday","8:30-9:00","16:30-17:00"
783,"PGRD","M","Semester 2 2017","SEIT","Wednesday","8:30-9:00","15:00-15:30"
784,"UGRD","M","Semester 1 2017","SEIT","Friday","8:30-9:00","16:30-17:00"
784,"UGRD","M","Semester 1 2017","SEIT","Monday","8:30-9:00","16:30-17:00"
784,"UGRD","M","Semester 1 2017","SEIT","Thursday","8:30-9:00","16:00-16:30"
784,"UGRD","M","Semester 1 2017","SEIT","Tuesday","9:00-9:30","16:00-16:30"
784,"UGRD","M","Semester 1 2017","SEIT","Wednesday","7:30-8:00","15:30-16:00"
785,"UGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
785,"UGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","16:00-16:30"
785,"UGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
785,"UGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","15:30-16:00"
785,"UGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","17:00-17:30"
786,"PGRD","M","Semester 2 2017","HASS","Friday","8:00-8:30","16:00-16:30"
786,"PGRD","M","Semester 2 2017","HASS","Monday","7:30-8:00","16:30-17:00"
786,"PGRD","M","Semester 2 2017","HASS","Thursday","8:00-8:30","16:00-16:30"
786,"PGRD","M","Semester 2 2017","HASS","Tuesday","8:30-9:00","15:00-15:30"
786,"PGRD","M","Semester 2 2017","HASS","Wednesday","8:30-9:00","16:00-16:30"
787,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","16:30-17:00"
787,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","15:30-16:00"
788,"UGRD","F","Semester 1 Canberra 2019","HASS","Friday","8:30-9:00","15:30-16:00"
788,"UGRD","F","Semester 1 Canberra 2019","HASS","Monday","7:30-8:00","16:00-16:30"
788,"UGRD","F","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","15:30-16:00"
788,"UGRD","F","Semester 1 Canberra 2019","HASS","Tuesday","8:30-9:00","15:30-16:00"
788,"UGRD","F","Semester 1 Canberra 2019","HASS","Wednesday","8:30-9:00","16:00-16:30"
789,"PGRD","F","Semester 1 2017","BUS","Friday","8:00-8:30","15:00-15:30"
789,"PGRD","F","Semester 1 2017","BUS","Thursday","8:00-8:30","16:30-17:00"
789,"PGRD","F","Semester 1 2017","BUS","Tuesday","8:30-9:00","16:00-16:30"
790,"PGRD","M","Semester 1 2017","HASS","Monday","8:30-9:00","15:30-16:00"
790,"PGRD","M","Semester 1 2017","HASS","Wednesday","9:00-9:30","15:30-16:00"
791,"PGRD","M","Semester 1 2017","BUS","Friday","8:00-8:30","15:30-16:00"
791,"PGRD","M","Semester 1 2017","BUS","Monday","8:30-9:00","15:30-16:00"
791,"PGRD","M","Semester 1 2017","BUS","Thursday","8:30-9:00","15:30-16:00"
791,"PGRD","M","Semester 1 2017","BUS","Wednesday","8:00-8:30","16:00-16:30"
792,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","16:00-16:30"
792,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:30-17:00"
792,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:00-8:30","16:00-16:30"
792,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","15:30-16:00"
792,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
793,"PGRD","M","Semester 2 2017","BUS","Monday","8:30-9:00","15:30-16:00"
793,"PGRD","M","Semester 2 2017","BUS","Tuesday","8:30-9:00","16:30-17:00"
795,"PGRD","M","Semester 1 2017","SEIT","Friday","8:00-8:30","16:00-16:30"
795,"PGRD","M","Semester 1 2017","SEIT","Monday","8:00-8:30","16:00-16:30"
795,"PGRD","M","Semester 1 2017","SEIT","Thursday","8:30-9:00","16:30-17:00"
795,"PGRD","M","Semester 1 2017","SEIT","Tuesday","8:30-9:00","16:00-16:30"
795,"PGRD","M","Semester 1 2017","SEIT","Wednesday","8:30-9:00","16:30-17:00"
796,"PGRD","M","Semester 1 2017","BUS","Friday","7:30-8:00","16:30-17:00"
796,"PGRD","M","Semester 1 2017","BUS","Wednesday","8:00-8:30","15:30-16:00"
797,"PGRD","F","Semester 2 2017","BUS","Friday","8:00-8:30","16:00-16:30"
797,"PGRD","F","Semester 2 2017","BUS","Monday","8:00-8:30","15:30-16:00"
797,"PGRD","F","Semester 2 2017","BUS","Tuesday","8:30-9:00","15:00-15:30"
797,"PGRD","F","Semester 2 2017","BUS","Wednesday","8:00-8:30","16:30-17:00"
798,"PGRD","M","Semester 2 2018","HASS","Monday","8:00-8:30","16:00-16:30"
798,"PGRD","M","Semester 2 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
799,"PGRD","M","Semester 2 Canberra 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
799,"PGRD","M","Semester 2 Canberra 2019","SEIT","Monday","7:30-8:00","17:30-18:00"
799,"PGRD","M","Semester 2 Canberra 2019","SEIT","Thursday","8:30-9:00","16:00-16:30"
799,"PGRD","M","Semester 2 Canberra 2019","SEIT","Tuesday","8:30-9:00","15:30-16:00"
799,"PGRD","M","Semester 2 Canberra 2019","SEIT","Wednesday","8:00-8:30","15:30-16:00"
800,"PGRD","M","Semester 2 2017","SEIT","Friday","8:00-8:30","17:30-18:00"
800,"PGRD","M","Semester 2 2017","SEIT","Monday","9:00-9:30","15:30-16:00"
800,"PGRD","M","Semester 2 2017","SEIT","Tuesday","9:00-9:30","16:00-16:30"
801,"UGRD","M","Semester 2 2018","SCI","Friday","7:30-8:00","17:00-17:30"
801,"UGRD","M","Semester 2 2018","SCI","Monday","8:30-9:00","16:30-17:00"
801,"UGRD","M","Semester 2 2018","SCI","Thursday","8:00-8:30","15:30-16:00"
801,"UGRD","M","Semester 2 2018","SCI","Tuesday","8:00-8:30","16:30-17:00"
801,"UGRD","M","Semester 2 2018","SCI","Wednesday","8:00-8:30","17:30-18:00"
802,"PGRD","M","Semester 1 2018","BUS","Friday","8:00-8:30","16:00-16:30"
802,"PGRD","M","Semester 1 2018","BUS","Monday","8:30-9:00","15:30-16:00"
802,"PGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","15:30-16:00"
803,"PGRD","M","Semester 2 2018","HASS","Friday","8:00-8:30","16:00-16:30"
803,"PGRD","M","Semester 2 2018","HASS","Monday","8:00-8:30","17:00-17:30"
803,"PGRD","M","Semester 2 2018","HASS","Thursday","9:00-9:30","15:30-16:00"
803,"PGRD","M","Semester 2 2018","HASS","Tuesday","8:30-9:00","17:00-17:30"
804,"PGRD","M","Semester 2 2018","SEIT","Friday","9:00-9:30","16:00-16:30"
804,"PGRD","M","Semester 2 2018","SEIT","Monday","8:30-9:00","17:00-17:30"
804,"PGRD","M","Semester 2 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
804,"PGRD","M","Semester 2 2018","SEIT","Tuesday","9:00-9:30","16:30-17:00"
804,"PGRD","M","Semester 2 2018","SEIT","Wednesday","8:30-9:00","15:30-16:00"
805,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:30-17:00"
805,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:30-16:00"
806,"PGRD","M","Semester 1 2018","BUS","Thursday","8:30-9:00","16:00-16:30"
806,"PGRD","M","Semester 1 2018","BUS","Tuesday","8:30-9:00","16:30-17:00"
807,"PGRD","M","Semester 2 2018","BUS","Friday","8:00-8:30","16:00-16:30"
807,"PGRD","M","Semester 2 2018","BUS","Monday","8:30-9:00","15:00-15:30"
807,"PGRD","M","Semester 2 2018","BUS","Thursday","8:00-8:30","15:00-15:30"
808,"PGRD","M","Semester 2 2017","SEIT","Friday","8:30-9:00","15:00-15:30"
808,"PGRD","M","Semester 2 2017","SEIT","Monday","8:00-8:30","15:30-16:00"
808,"PGRD","M","Semester 2 2017","SEIT","Thursday","8:30-9:00","16:00-16:30"
808,"PGRD","M","Semester 2 2017","SEIT","Tuesday","8:00-8:30","16:30-17:00"
809,"PGRD","F","Semester 1 2018","BUS","Monday","8:00-8:30","15:30-16:00"
810,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","15:30-16:00"
810,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","15:30-16:00"
810,"PGRD","M","Semester 1 2018","SEIT","Saturday","8:00-8:30","15:00-15:30"
810,"PGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
810,"PGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
810,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:30-17:00"
811,"PGRD","F","Semester 1 2018","SEIT","Monday","8:00-8:30","15:30-16:00"
811,"PGRD","F","Semester 1 2018","SEIT","Thursday","8:00-8:30","15:00-15:30"
812,"PGRD","F","Semester 1 2018","HASS","Monday","8:30-9:00","17:30-18:00"
813,"PGRD","M","Semester 2 2016","BUS","Monday","8:00-8:30","17:30-18:00"
813,"PGRD","M","Semester 2 2016","BUS","Thursday","8:30-9:00","15:30-16:00"
814,"PGRD","M","Semester 2 2017","SEIT","Monday","8:30-9:00","16:00-16:30"
815,"PGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","15:30-16:00"
815,"PGRD","M","Semester 2 2018","SEIT","Thursday","8:00-8:30","16:00-16:30"
816,"PGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","15:30-16:00"
816,"PGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","17:00-17:30"
816,"PGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","17:30-18:00"
817,"PGRD","M","Semester 1 2018","BUS","Thursday","9:00-9:30","16:00-16:30"
817,"PGRD","M","Semester 1 2018","BUS","Wednesday","8:30-9:00","15:30-16:00"
818,"PGRD","F","Semester 1 2018","BUS","Thursday","8:00-8:30","17:00-17:30"
818,"PGRD","F","Semester 1 2018","BUS","Tuesday","8:00-8:30","15:00-15:30"
820,"PGRD","M","Semester 2 2017","HASS","Friday","8:00-8:30","16:30-17:00"
820,"PGRD","M","Semester 2 2017","HASS","Monday","8:30-9:00","16:00-16:30"
820,"PGRD","M","Semester 2 2017","HASS","Thursday","8:00-8:30","16:00-16:30"
820,"PGRD","M","Semester 2 2017","HASS","Wednesday","7:30-8:00","16:00-16:30"
821,"PGRD","F","Semester 1 2018","BUS","Monday","8:30-9:00","16:00-16:30"
821,"PGRD","F","Semester 1 2018","BUS","Thursday","8:30-9:00","15:30-16:00"
822,"PGRD","M","Semester 2 2017","BUS","Friday","8:00-8:30","15:30-16:00"
822,"PGRD","M","Semester 2 2017","BUS","Wednesday","8:00-8:30","16:00-16:30"
823,"PGRD","M","Semester 2 2017","SEIT","Friday","8:30-9:00","16:00-16:30"
823,"PGRD","M","Semester 2 2017","SEIT","Monday","8:00-8:30","16:30-17:00"
823,"PGRD","M","Semester 2 2017","SEIT","Tuesday","9:00-9:30","16:00-16:30"
823,"PGRD","M","Semester 2 2017","SEIT","Wednesday","8:00-8:30","17:00-17:30"
824,"PGRD","M","Semester 2 2017","BUS","Friday","8:00-8:30","16:30-17:00"
824,"PGRD","M","Semester 2 2017","BUS","Thursday","8:00-8:30","17:30-18:00"
824,"PGRD","M","Semester 2 2017","BUS","Tuesday","8:00-8:30","16:00-16:30"
824,"PGRD","M","Semester 2 2017","BUS","Wednesday","8:30-9:00","16:30-17:00"
825,"UGRD","M","Semester 1 2018","SCI","Monday","8:00-8:30","16:00-16:30"
825,"UGRD","M","Semester 1 2018","SCI","Thursday","8:00-8:30","16:00-16:30"
825,"UGRD","M","Semester 1 2018","SCI","Wednesday","8:30-9:00","15:30-16:00"
826,"UGRD","F","Semester 1 Canberra 2019","HASS","Friday","8:00-8:30","17:00-17:30"
826,"UGRD","F","Semester 1 Canberra 2019","HASS","Monday","8:30-9:00","16:30-17:00"
826,"UGRD","F","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","16:30-17:00"
826,"UGRD","F","Semester 1 Canberra 2019","HASS","Tuesday","8:30-9:00","16:00-16:30"
826,"UGRD","F","Semester 1 Canberra 2019","HASS","Wednesday","8:30-9:00","17:00-17:30"
827,"PGRD","M","Semester 2 2017","SEIT","Friday","8:00-8:30","16:00-16:30"
827,"PGRD","M","Semester 2 2017","SEIT","Thursday","8:00-8:30","16:30-17:00"
827,"PGRD","M","Semester 2 2017","SEIT","Wednesday","8:00-8:30","15:30-16:00"
828,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","17:30-18:00"
828,"UGRD","M","Semester 1 2018","HASS","Monday","8:30-9:00","15:30-16:00"
828,"UGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
828,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","15:30-16:00"
828,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","15:00-15:30"
829,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","15:30-16:00"
829,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","16:00-16:30"
829,"UGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","15:30-16:00"
829,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
829,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","15:30-16:00"
830,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","16:00-16:30"
830,"UGRD","M","Semester 1 2018","HASS","Monday","8:30-9:00","16:30-17:00"
830,"UGRD","M","Semester 1 2018","HASS","Thursday","8:30-9:00","16:30-17:00"
830,"UGRD","M","Semester 1 2018","HASS","Tuesday","7:00-7:30","15:30-16:00"
830,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:00-8:30","15:00-15:30"
831,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","17:30-18:00"
831,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","16:30-17:00"
831,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:30-9:00","17:30-18:00"
831,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","15:30-16:00"
831,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:30-9:00","16:30-17:00"
832,"UGRD","F","Semester 1 2018","SEIT","Friday","8:00-8:30","17:30-18:00"
832,"UGRD","F","Semester 1 2018","SEIT","Monday","8:00-8:30","17:30-18:00"
832,"UGRD","F","Semester 1 2018","SEIT","Thursday","8:00-8:30","16:00-16:30"
832,"UGRD","F","Semester 1 2018","SEIT","Tuesday","7:30-8:00","16:00-16:30"
832,"UGRD","F","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:30-17:00"
833,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","16:00-16:30"
833,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","16:30-17:00"
833,"UGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","16:30-17:00"
833,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","16:30-17:00"
834,"PGRD","M","Semester 2 2017","SEIT","Friday","8:30-9:00","16:00-16:30"
834,"PGRD","M","Semester 2 2017","SEIT","Tuesday","8:30-9:00","16:30-17:00"
835,"PGRD","F","Semester 1 2018","SEIT","Friday","7:30-8:00","15:30-16:00"
835,"PGRD","F","Semester 1 2018","SEIT","Monday","9:30-10:00","16:00-16:30"
835,"PGRD","F","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:30-17:00"
835,"PGRD","F","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
835,"PGRD","F","Semester 1 2018","SEIT","Wednesday","8:30-9:00","16:00-16:30"
836,"PGRD","M","Semester 2 2018","BUS","Tuesday","8:00-8:30","17:30-18:00"
836,"PGRD","M","Semester 2 2018","BUS","Wednesday","8:00-8:30","17:00-17:30"
837,"PGRD","M","Semester 2 2018","BUS","Friday","8:30-9:00","15:00-15:30"
837,"PGRD","M","Semester 2 2018","BUS","Monday","8:30-9:00","17:00-17:30"
837,"PGRD","M","Semester 2 2018","BUS","Thursday","8:30-9:00","16:30-17:00"
837,"PGRD","M","Semester 2 2018","BUS","Tuesday","8:00-8:30","17:00-17:30"
837,"PGRD","M","Semester 2 2018","BUS","Wednesday","8:00-8:30","15:00-15:30"
838,"PGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","15:30-16:00"
838,"PGRD","M","Semester 2 2018","SEIT","Thursday","9:00-9:30","15:30-16:00"
839,"PGRD","F","Semester 1 2018","BUS","Monday","8:30-9:00","15:30-16:00"
840,"PGRD","M","Semester 2 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
841,"PGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","15:30-16:00"
